doctor_name,speciality,professional_degree,consultation_time
Dr.Poornima Venugopal,Consultant Paediatric Intensive Care,"MBBS,MD(paed),IDPCCM","Consultation time: Monday, Wednesday, Friday- 10.30am to 1pm,  Tuesday, Thursday :1.30pm to 4pm"
Dr.Veena Surendran,Consultant Paediatric Intensive Care,"MBBS,MD(paed),DNB (Paed),IDPCCM","Consultation time: Monday, Wednesday, Friday- 1.30pm to 4pm,  Tuesday, Thursday :10.30am to 1pm"
