doctor_name,speciality,professional_degree,consultation_time
Dr. E Gopakumar,,"MBBS, MS (Gen. Surgery)","Consultation time: Monday,Tuesday,Wednesday ,Friday,Sunday - 2 PM to 6 PM  ,Thursday 9 AM -1 PM Saturday -Off"
